States,Regions,latitude,longitude,Dates,Usage
MP,WR,21.30039105,76.13001949,15/05/2020,197.2
Maharashtra,WR,19.25023195,73.16017493,15/05/2020,428.6
Goa,WR,15.491997,73.81800065,15/05/2020,10.6
DNH,WR,20.26657819,73.0166178,15/05/2020,7.9
Andhra Pradesh,SR,14.7504291,78.57002559,15/05/2020,174.8
Telangana,SR,18.1124,79.0193,15/05/2020,145.4
Karnataka,SR,12.57038129,76.91999711,15/05/2020,199.3
Kerala,SR,8.900372741,76.56999263,15/05/2020,71.3
Tamil Nadu,SR,12.92038576,79.15004187,15/05/2020,288.1
Pondy,SR,11.93499371,79.83000037,15/05/2020,7.4
Bihar,ER,25.78541445,87.4799727,15/05/2020,76.1
Jharkhand,ER,23.80039349,86.41998572,15/05/2020,22.9
Odisha,ER,19.82042971,85.90001746,15/05/2020,73.6
West Bengal,ER,22.58039044,88.32994665,15/05/2020,112.9
Sikkim,ER,27.3333303,88.6166475,15/05/2020,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,15/05/2020,1.7
Assam,NER,26.7499809,94.21666744,15/05/2020,23
Manipur,NER,24.79997072,93.95001705,15/05/2020,2.2
Meghalaya,NER,25.57049217,91.8800142,15/05/2020,4.8
Mizoram,NER,23.71039899,92.72001461,15/05/2020,1.5
Nagaland,NER,25.6669979,94.11657019,15/05/2020,2.1
Tripura,NER,23.83540428,91.27999914,15/05/2020,3.3
Punjab,NR,31.51997398,75.98000281,16/05/2020,129.2
Haryana,NR,28.45000633,77.01999101,16/05/2020,126.3
Rajasthan,NR,26.44999921,74.63998124,16/05/2020,214.8
Delhi,NR,28.6699929,77.23000403,16/05/2020,75
UP,NR,27.59998069,78.05000565,16/05/2020,316.6
Uttarakhand,NR,30.32040895,78.05000565,16/05/2020,28
HP,NR,31.10002545,77.16659704,16/05/2020,19.6
J&K,NR,33.45,76.24,16/05/2020,42.9
Chandigarh,NR,30.71999697,76.78000565,16/05/2020,3.4
Chhattisgarh,WR,22.09042035,82.15998734,16/05/2020,67.9
Gujarat,WR,22.2587,71.1924,16/05/2020,302.8
MP,WR,21.30039105,76.13001949,16/05/2020,197.3
Maharashtra,WR,19.25023195,73.16017493,16/05/2020,432.1
Goa,WR,15.491997,73.81800065,16/05/2020,10.4
DNH,WR,20.26657819,73.0166178,16/05/2020,7.8
Andhra Pradesh,SR,14.7504291,78.57002559,16/05/2020,177.3
Telangana,SR,18.1124,79.0193,16/05/2020,147.8
Karnataka,SR,12.57038129,76.91999711,16/05/2020,205.6
Kerala,SR,8.900372741,76.56999263,16/05/2020,72.7
Tamil Nadu,SR,12.92038576,79.15004187,16/05/2020,292.4
Pondy,SR,11.93499371,79.83000037,16/05/2020,7.3
Bihar,ER,25.78541445,87.4799727,16/05/2020,85.7
Jharkhand,ER,23.80039349,86.41998572,16/05/2020,22.8
Odisha,ER,19.82042971,85.90001746,16/05/2020,74.7
West Bengal,ER,22.58039044,88.32994665,16/05/2020,130.7
Sikkim,ER,27.3333303,88.6166475,16/05/2020,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,16/05/2020,1.8
Assam,NER,26.7499809,94.21666744,16/05/2020,25
Manipur,NER,24.79997072,93.95001705,16/05/2020,2.3
Meghalaya,NER,25.57049217,91.8800142,16/05/2020,4.9
Mizoram,NER,23.71039899,92.72001461,16/05/2020,1.7
Nagaland,NER,25.6669979,94.11657019,16/05/2020,2.2
Tripura,NER,23.83540428,91.27999914,16/05/2020,4.6
Punjab,NR,31.51997398,75.98000281,17/05/2020,113
Haryana,NR,28.45000633,77.01999101,17/05/2020,123.6
Rajasthan,NR,26.44999921,74.63998124,17/05/2020,245.1
Delhi,NR,28.6699929,77.23000403,17/05/2020,70.7
UP,NR,27.59998069,78.05000565,17/05/2020,283.5
Uttarakhand,NR,30.32040895,78.05000565,17/05/2020,38.3
HP,NR,31.10002545,77.16659704,17/05/2020,30.2
J&K,NR,33.45,76.24,17/05/2020,50.2
Chandigarh,NR,30.71999697,76.78000565,17/05/2020,4.1
Chhattisgarh,WR,22.09042035,82.15998734,17/05/2020,80.9
Gujarat,WR,22.2587,71.1924,17/05/2020,332.1
MP,WR,21.30039105,76.13001949,17/05/2020,270.1
Maharashtra,WR,19.25023195,73.16017493,17/05/2020,459.1
Goa,WR,15.491997,73.81800065,17/05/2020,9.5
DNH,WR,20.26657819,73.0166178,17/05/2020,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,17/05/2020,184.4
Telangana,SR,18.1124,79.0193,17/05/2020,208.6
Karnataka,SR,12.57038129,76.91999711,17/05/2020,233.6
Kerala,SR,8.900372741,76.56999263,17/05/2020,73.3
Tamil Nadu,SR,12.92038576,79.15004187,17/05/2020,298.9
Pondy,SR,11.93499371,79.83000037,17/05/2020,7.2
Bihar,ER,25.78541445,87.4799727,17/05/2020,77.3
Jharkhand,ER,23.80039349,86.41998572,17/05/2020,25.8
Odisha,ER,19.82042971,85.90001746,17/05/2020,76
West Bengal,ER,22.58039044,88.32994665,17/05/2020,113.4
Sikkim,ER,27.3333303,88.6166475,17/05/2020,2
Arunachal Pradesh,NER,27.10039878,93.61660071,17/05/2020,2.2
Assam,NER,26.7499809,94.21666744,17/05/2020,22.4
Manipur,NER,24.79997072,93.95001705,17/05/2020,2.7
Meghalaya,NER,25.57049217,91.8800142,17/05/2020,6.7
Mizoram,NER,23.71039899,92.72001461,17/05/2020,1.7
Nagaland,NER,25.6669979,94.11657019,17/05/2020,2.3
Tripura,NER,23.83540428,91.27999914,17/05/2020,3.4
Punjab,NR,31.51997398,75.98000281,18/05/2020,120.2
Haryana,NR,28.45000633,77.01999101,18/05/2020,128.5
Rajasthan,NR,26.44999921,74.63998124,18/05/2020,249
Delhi,NR,28.6699929,77.23000403,18/05/2020,69.8
UP,NR,27.59998069,78.05000565,18/05/2020,287.4
Uttarakhand,NR,30.32040895,78.05000565,18/05/2020,39.3
HP,NR,31.10002545,77.16659704,18/05/2020,30.7
J&K,NR,33.45,76.24,18/05/2020,53.6
Chandigarh,NR,30.71999697,76.78000565,18/05/2020,4.2
Chhattisgarh,WR,22.09042035,82.15998734,18/05/2020,77.7
Gujarat,WR,22.2587,71.1924,18/05/2020,333.9
MP,WR,21.30039105,76.13001949,18/05/2020,265
Maharashtra,WR,19.25023195,73.16017493,18/05/2020,464.5
Goa,WR,15.491997,73.81800065,18/05/2020,10
DNH,WR,20.26657819,73.0166178,18/05/2020,18
Andhra Pradesh,SR,14.7504291,78.57002559,18/05/2020,180.6
Telangana,SR,18.1124,79.0193,18/05/2020,215.2
Karnataka,SR,12.57038129,76.91999711,18/05/2020,233.9
Kerala,SR,8.900372741,76.56999263,18/05/2020,74.3
Tamil Nadu,SR,12.92038576,79.15004187,18/05/2020,311.3
Pondy,SR,11.93499371,79.83000037,18/05/2020,7.3
Bihar,ER,25.78541445,87.4799727,18/05/2020,77.8
Jharkhand,ER,23.80039349,86.41998572,18/05/2020,25.2
Odisha,ER,19.82042971,85.90001746,18/05/2020,69.9
West Bengal,ER,22.58039044,88.32994665,18/05/2020,121.4
Sikkim,ER,27.3333303,88.6166475,18/05/2020,1.9
Arunachal Pradesh,NER,27.10039878,93.61660071,18/05/2020,2.2
Assam,NER,26.7499809,94.21666744,18/05/2020,22.3
Manipur,NER,24.79997072,93.95001705,18/05/2020,2.7
Meghalaya,NER,25.57049217,91.8800142,18/05/2020,6.5
Mizoram,NER,23.71039899,92.72001461,18/05/2020,1.7
Nagaland,NER,25.6669979,94.11657019,18/05/2020,2.3
Tripura,NER,23.83540428,91.27999914,18/05/2020,3.5
Punjab,NR,31.51997398,75.98000281,19/05/2020,120.5
Haryana,NR,28.45000633,77.01999101,19/05/2020,131.6
Rajasthan,NR,26.44999921,74.63998124,19/05/2020,250.3
Delhi,NR,28.6699929,77.23000403,19/05/2020,71.7
UP,NR,27.59998069,78.05000565,19/05/2020,290.9
Uttarakhand,NR,30.32040895,78.05000565,19/05/2020,39.3
HP,NR,31.10002545,77.16659704,19/05/2020,30.1
J&K,NR,33.45,76.24,19/05/2020,50.2
Chandigarh,NR,30.71999697,76.78000565,19/05/2020,4.1
Chhattisgarh,WR,22.09042035,82.15998734,19/05/2020,74.1
Gujarat,WR,22.2587,71.1924,19/05/2020,332.6
MP,WR,21.30039105,76.13001949,19/05/2020,262.7
Maharashtra,WR,19.25023195,73.16017493,19/05/2020,464.8
Goa,WR,15.491997,73.81800065,19/05/2020,10
DNH,WR,20.26657819,73.0166178,19/05/2020,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,19/05/2020,184.6
Telangana,SR,18.1124,79.0193,19/05/2020,228.9
Karnataka,SR,12.57038129,76.91999711,19/05/2020,239.1
Kerala,SR,8.900372741,76.56999263,19/05/2020,75.6
Tamil Nadu,SR,12.92038576,79.15004187,19/05/2020,311
Pondy,SR,11.93499371,79.83000037,19/05/2020,7.5
Bihar,ER,25.78541445,87.4799727,19/05/2020,77.4
Jharkhand,ER,23.80039349,86.41998572,19/05/2020,25.2
Odisha,ER,19.82042971,85.90001746,19/05/2020,68.9
West Bengal,ER,22.58039044,88.32994665,19/05/2020,119.9
Sikkim,ER,27.3333303,88.6166475,19/05/2020,2
Arunachal Pradesh,NER,27.10039878,93.61660071,19/05/2020,2.3
Assam,NER,26.7499809,94.21666744,19/05/2020,22.7
Manipur,NER,24.79997072,93.95001705,19/05/2020,2.7
Meghalaya,NER,25.57049217,91.8800142,19/05/2020,6.6
Mizoram,NER,23.71039899,92.72001461,19/05/2020,1.8
Nagaland,NER,25.6669979,94.11657019,19/05/2020,2.4
Tripura,NER,23.83540428,91.27999914,19/05/2020,3.1
Punjab,NR,31.51997398,75.98000281,20/05/2020,123.8
Haryana,NR,28.45000633,77.01999101,20/05/2020,131.6
Rajasthan,NR,26.44999921,74.63998124,20/05/2020,251.7
Delhi,NR,28.6699929,77.23000403,20/05/2020,70.7
UP,NR,27.59998069,78.05000565,20/05/2020,292
Uttarakhand,NR,30.32040895,78.05000565,20/05/2020,39.4
HP,NR,31.10002545,77.16659704,20/05/2020,30.5
J&K,NR,33.45,76.24,20/05/2020,49.7
Chandigarh,NR,30.71999697,76.78000565,20/05/2020,4.1
Chhattisgarh,WR,22.09042035,82.15998734,20/05/2020,75.6
Gujarat,WR,22.2587,71.1924,20/05/2020,337
MP,WR,21.30039105,76.13001949,20/05/2020,267.7
Maharashtra,WR,19.25023195,73.16017493,20/05/2020,463.7
Goa,WR,15.491997,73.81800065,20/05/2020,9.8
DNH,WR,20.26657819,73.0166178,20/05/2020,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,20/05/2020,189.5
Telangana,SR,18.1124,79.0193,20/05/2020,226.2
Karnataka,SR,12.57038129,76.91999711,20/05/2020,239.5
Kerala,SR,8.900372741,76.56999263,20/05/2020,75.4
Tamil Nadu,SR,12.92038576,79.15004187,20/05/2020,312.9
Pondy,SR,11.93499371,79.83000037,20/05/2020,7.5
Bihar,ER,25.78541445,87.4799727,20/05/2020,77
Jharkhand,ER,23.80039349,86.41998572,20/05/2020,25.1
Odisha,ER,19.82042971,85.90001746,20/05/2020,71
West Bengal,ER,22.58039044,88.32994665,20/05/2020,120.7
Sikkim,ER,27.3333303,88.6166475,20/05/2020,2
Arunachal Pradesh,NER,27.10039878,93.61660071,20/05/2020,2.3
Assam,NER,26.7499809,94.21666744,20/05/2020,22.8
Manipur,NER,24.79997072,93.95001705,20/05/2020,2.7
Meghalaya,NER,25.57049217,91.8800142,20/05/2020,6.9
Mizoram,NER,23.71039899,92.72001461,20/05/2020,1.6
Nagaland,NER,25.6669979,94.11657019,20/05/2020,2.3
Tripura,NER,23.83540428,91.27999914,20/05/2020,3.6
Punjab,NR,31.51997398,75.98000281,21/05/2020,126
Haryana,NR,28.45000633,77.01999101,21/05/2020,133
Rajasthan,NR,26.44999921,74.63998124,21/05/2020,249.7
Delhi,NR,28.6699929,77.23000403,21/05/2020,73.4
UP,NR,27.59998069,78.05000565,21/05/2020,295.5
Uttarakhand,NR,30.32040895,78.05000565,21/05/2020,40.1
HP,NR,31.10002545,77.16659704,21/05/2020,31.1
J&K,NR,33.45,76.24,21/05/2020,51.1
Chandigarh,NR,30.71999697,76.78000565,21/05/2020,4.2
Chhattisgarh,WR,22.09042035,82.15998734,21/05/2020,71.8
Gujarat,WR,22.2587,71.1924,21/05/2020,337.3
MP,WR,21.30039105,76.13001949,21/05/2020,267.7
Maharashtra,WR,19.25023195,73.16017493,21/05/2020,452.7
Goa,WR,15.491997,73.81800065,21/05/2020,9.6
DNH,WR,20.26657819,73.0166178,21/05/2020,17.9
Andhra Pradesh,SR,14.7504291,78.57002559,21/05/2020,188.1
Telangana,SR,18.1124,79.0193,21/05/2020,226.7
Karnataka,SR,12.57038129,76.91999711,21/05/2020,238.3
Kerala,SR,8.900372741,76.56999263,21/05/2020,75.4
Tamil Nadu,SR,12.92038576,79.15004187,21/05/2020,314.7
Pondy,SR,11.93499371,79.83000037,21/05/2020,7.5
Bihar,ER,25.78541445,87.4799727,21/05/2020,79.6
Jharkhand,ER,23.80039349,86.41998572,21/05/2020,25.7
Odisha,ER,19.82042971,85.90001746,21/05/2020,72
West Bengal,ER,22.58039044,88.32994665,21/05/2020,121.4
Sikkim,ER,27.3333303,88.6166475,21/05/2020,2.1
Arunachal Pradesh,NER,27.10039878,93.61660071,21/05/2020,2.2
Assam,NER,26.7499809,94.21666744,21/05/2020,23.9
Manipur,NER,24.79997072,93.95001705,21/05/2020,2.3
Meghalaya,NER,25.57049217,91.8800142,21/05/2020,6.7
Mizoram,NER,23.71039899,92.72001461,21/05/2020,1.6
Nagaland,NER,25.6669979,94.11657019,21/05/2020,2.1
Tripura,NER,23.83540428,91.27999914,21/05/2020,3.7
Punjab,NR,31.51997398,75.98000281,22/05/2020,127.2
Haryana,NR,28.45000633,77.01999101,22/05/2020,131.6
Rajasthan,NR,26.44999921,74.63998124,22/05/2020,247.4
Delhi,NR,28.6699929,77.23000403,22/05/2020,62
UP,NR,27.59998069,78.05000565,22/05/2020,295.4
Uttarakhand,NR,30.32040895,78.05000565,22/05/2020,39.2
HP,NR,31.10002545,77.16659704,22/05/2020,30.3
J&K,NR,33.45,76.24,22/05/2020,50.7
Chandigarh,NR,30.71999697,76.78000565,22/05/2020,3.9
Chhattisgarh,WR,22.09042035,82.15998734,22/05/2020,72.8
Gujarat,WR,22.2587,71.1924,22/05/2020,333.9
MP,WR,21.30039105,76.13001949,22/05/2020,266.9
Maharashtra,WR,19.25023195,73.16017493,22/05/2020,449.6
Goa,WR,15.491997,73.81800065,22/05/2020,9.6
DNH,WR,20.26657819,73.0166178,22/05/2020,18
Andhra Pradesh,SR,14.7504291,78.57002559,22/05/2020,187.4
Telangana,SR,18.1124,79.0193,22/05/2020,220.6
Karnataka,SR,12.57038129,76.91999711,22/05/2020,230.7
Kerala,SR,8.900372741,76.56999263,22/05/2020,73.4
Tamil Nadu,SR,12.92038576,79.15004187,22/05/2020,314.6
Pondy,SR,11.93499371,79.83000037,22/05/2020,7.6
Bihar,ER,25.78541445,87.4799727,22/05/2020,76.4
Jharkhand,ER,23.80039349,86.41998572,22/05/2020,25.4
Odisha,ER,19.82042971,85.90001746,22/05/2020,77
West Bengal,ER,22.58039044,88.32994665,22/05/2020,120.2
Sikkim,ER,27.3333303,88.6166475,22/05/2020,1.9
Arunachal Pradesh,NER,27.10039878,93.61660071,22/05/2020,2
Assam,NER,26.7499809,94.21666744,22/05/2020,23
Manipur,NER,24.79997072,93.95001705,22/05/2020,2.4
Meghalaya,NER,25.57049217,91.8800142,22/05/2020,6.7
Mizoram,NER,23.71039899,92.72001461,22/05/2020,1.7
Nagaland,NER,25.6669979,94.11657019,22/05/2020,2.2
Tripura,NER,23.83540428,91.27999914,22/05/2020,3.4
Punjab,NR,31.51997398,75.98000281,23/05/2020,121.6
Haryana,NR,28.45000633,77.01999101,23/05/2020,122.9
Rajasthan,NR,26.44999921,74.63998124,23/05/2020,243.3
Delhi,NR,28.6699929,77.23000403,23/05/2020,72.1
UP,NR,27.59998069,78.05000565,23/05/2020,286.3
Uttarakhand,NR,30.32040895,78.05000565,23/05/2020,35.6
HP,NR,31.10002545,77.16659704,23/05/2020,27.5
J&K,NR,33.45,76.24,23/05/2020,49.9
Chandigarh,NR,30.71999697,76.78000565,23/05/2020,3.5
Chhattisgarh,WR,22.09042035,82.15998734,23/05/2020,69.3
Gujarat,WR,22.2587,71.1924,23/05/2020,318.9
MP,WR,21.30039105,76.13001949,23/05/2020,261.6
Maharashtra,WR,19.25023195,73.16017493,23/05/2020,428.1
Goa,WR,15.491997,73.81800065,23/05/2020,8.3
DNH,WR,20.26657819,73.0166178,23/05/2020,17.7
Andhra Pradesh,SR,14.7504291,78.57002559,23/05/2020,180.5
Telangana,SR,18.1124,79.0193,23/05/2020,192.9
Karnataka,SR,12.57038129,76.91999711,23/05/2020,214.3
Kerala,SR,8.900372741,76.56999263,23/05/2020,67
Tamil Nadu,SR,12.92038576,79.15004187,23/05/2020,295.9
Pondy,SR,11.93499371,79.83000037,23/05/2020,6.9
Bihar,ER,25.78541445,87.4799727,23/05/2020,75.9
Jharkhand,ER,23.80039349,86.41998572,23/05/2020,25.4
Odisha,ER,19.82042971,85.90001746,23/05/2020,84.3
West Bengal,ER,22.58039044,88.32994665,23/05/2020,111.2
Sikkim,ER,27.3333303,88.6166475,23/05/2020,1
Arunachal Pradesh,NER,27.10039878,93.61660071,23/05/2020,2.7
Assam,NER,26.7499809,94.21666744,23/05/2020,20.9
Manipur,NER,24.79997072,93.95001705,23/05/2020,2.1
Meghalaya,NER,25.57049217,91.8800142,23/05/2020,6.4
Mizoram,NER,23.71039899,92.72001461,23/05/2020,1.6
Nagaland,NER,25.6669979,94.11657019,23/05/2020,2.2
Tripura,NER,23.83540428,91.27999914,23/05/2020,3.4
Punjab,NR,31.51997398,75.98000281,01/06/2020,100.2
Haryana,NR,28.45000633,77.01999101,01/06/2020,109.1
Rajasthan,NR,26.44999921,74.63998124,01/06/2020,210.4
Delhi,NR,28.6699929,77.23000403,01/06/2020,60.8
UP,NR,27.59998069,78.05000565,01/06/2020,240.5
Uttarakhand,NR,30.32040895,78.05000565,01/06/2020,33
HP,NR,31.10002545,77.16659704,01/06/2020,28.3
J&K,NR,33.45,76.24,01/06/2020,44.3
Chandigarh,NR,30.71999697,76.78000565,01/06/2020,3.4
Chhattisgarh,WR,22.09042035,82.15998734,01/06/2020,71.7
Gujarat,WR,22.2587,71.1924,01/06/2020,330.3
MP,WR,21.30039105,76.13001949,01/06/2020,248.2
Maharashtra,WR,19.25023195,73.16017493,01/06/2020,437.4
Goa,WR,15.491997,73.81800065,01/06/2020,12.4
DNH,WR,20.26657819,73.0166178,01/06/2020,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,01/06/2020,151.6
Telangana,SR,18.1124,79.0193,01/06/2020,157.3
Karnataka,SR,12.57038129,76.91999711,01/06/2020,167.4
Kerala,SR,8.900372741,76.56999263,01/06/2020,70
Tamil Nadu,SR,12.92038576,79.15004187,01/06/2020,230.6
Pondy,SR,11.93499371,79.83000037,01/06/2020,6.4
Bihar,ER,25.78541445,87.4799727,01/06/2020,65.3
Jharkhand,ER,23.80039349,86.41998572,01/06/2020,23.7
Odisha,ER,19.82042971,85.90001746,01/06/2020,85.4
West Bengal,ER,22.58039044,88.32994665,01/06/2020,108.5
Sikkim,ER,27.3333303,88.6166475,01/06/2020,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,01/06/2020,2.3
Assam,NER,26.7499809,94.21666744,01/06/2020,23.4
Manipur,NER,24.79997072,93.95001705,01/06/2020,2.4
Meghalaya,NER,25.57049217,91.8800142,01/06/2020,6
Mizoram,NER,23.71039899,92.72001461,01/06/2020,1.6
Nagaland,NER,25.6669979,94.11657019,01/06/2020,2.2
Tripura,NER,23.83540428,91.27999914,01/06/2020,2.6
Punjab,NR,31.51997398,75.98000281,02/06/2020,102.1
Haryana,NR,28.45000633,77.01999101,02/06/2020,115.8
Rajasthan,NR,26.44999921,74.63998124,02/06/2020,217.5
Delhi,NR,28.6699929,77.23000403,02/06/2020,62.5
UP,NR,27.59998069,78.05000565,02/06/2020,239.9
Uttarakhand,NR,30.32040895,78.05000565,02/06/2020,35
HP,NR,31.10002545,77.16659704,02/06/2020,28.4
J&K,NR,33.45,76.24,02/06/2020,44.4
Chandigarh,NR,30.71999697,76.78000565,02/06/2020,3.5
Chhattisgarh,WR,22.09042035,82.15998734,02/06/2020,71.9
Gujarat,WR,22.2587,71.1924,02/06/2020,331.3
MP,WR,21.30039105,76.13001949,02/06/2020,250.3
Maharashtra,WR,19.25023195,73.16017493,02/06/2020,439.8
Goa,WR,15.491997,73.81800065,02/06/2020,12.4
DNH,WR,20.26657819,73.0166178,02/06/2020,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,02/06/2020,152.6
Telangana,SR,18.1124,79.0193,02/06/2020,156
Karnataka,SR,12.57038129,76.91999711,02/06/2020,165
Kerala,SR,8.900372741,76.56999263,02/06/2020,69.8
Tamil Nadu,SR,12.92038576,79.15004187,02/06/2020,242.5
Pondy,SR,11.93499371,79.83000037,02/06/2020,6.5
Bihar,ER,25.78541445,87.4799727,02/06/2020,66.1
Jharkhand,ER,23.80039349,86.41998572,02/06/2020,23.6
Odisha,ER,19.82042971,85.90001746,02/06/2020,86
West Bengal,ER,22.58039044,88.32994665,02/06/2020,110.9
Sikkim,ER,27.3333303,88.6166475,02/06/2020,1.7
Arunachal Pradesh,NER,27.10039878,93.61660071,02/06/2020,2.3
Assam,NER,26.7499809,94.21666744,02/06/2020,22
Manipur,NER,24.79997072,93.95001705,02/06/2020,2.3
Meghalaya,NER,25.57049217,91.8800142,02/06/2020,6
Mizoram,NER,23.71039899,92.72001461,02/06/2020,1.7
Nagaland,NER,25.6669979,94.11657019,02/06/2020,2.2
Tripura,NER,23.83540428,91.27999914,02/06/2020,3.4
Punjab,NR,31.51997398,75.98000281,03/06/2020,107.9
Haryana,NR,28.45000633,77.01999101,03/06/2020,118.6
Rajasthan,NR,26.44999921,74.63998124,03/06/2020,220.4
Delhi,NR,28.6699929,77.23000403,03/06/2020,62.6
UP,NR,27.59998069,78.05000565,03/06/2020,245
Uttarakhand,NR,30.32040895,78.05000565,03/06/2020,35.4
HP,NR,31.10002545,77.16659704,03/06/2020,29.6
J&K,NR,33.45,76.24,03/06/2020,45.3
Chandigarh,NR,30.71999697,76.78000565,03/06/2020,3.2
Chhattisgarh,WR,22.09042035,82.15998734,03/06/2020,71.5
Gujarat,WR,22.2587,71.1924,03/06/2020,330.8
MP,WR,21.30039105,76.13001949,03/06/2020,251.9
Maharashtra,WR,19.25023195,73.16017493,03/06/2020,445.8
Goa,WR,15.491997,73.81800065,03/06/2020,12.4
DNH,WR,20.26657819,73.0166178,03/06/2020,18.8
Andhra Pradesh,SR,14.7504291,78.57002559,03/06/2020,153.2
Telangana,SR,18.1124,79.0193,03/06/2020,165.9
Karnataka,SR,12.57038129,76.91999711,03/06/2020,172.9
Kerala,SR,8.900372741,76.56999263,03/06/2020,70.2
Tamil Nadu,SR,12.92038576,79.15004187,03/06/2020,251.7
Pondy,SR,11.93499371,79.83000037,03/06/2020,6.5
Bihar,ER,25.78541445,87.4799727,03/06/2020,65.1
Jharkhand,ER,23.80039349,86.41998572,03/06/2020,23.8
Odisha,ER,19.82042971,85.90001746,03/06/2020,79.4
West Bengal,ER,22.58039044,88.32994665,03/06/2020,110.1
Sikkim,ER,27.3333303,88.6166475,03/06/2020,1.7
Arunachal Pradesh,NER,27.10039878,93.61660071,03/06/2020,2.1
Assam,NER,26.7499809,94.21666744,03/06/2020,22.2
Manipur,NER,24.79997072,93.95001705,03/06/2020,2.5
Meghalaya,NER,25.57049217,91.8800142,03/06/2020,6
Mizoram,NER,23.71039899,92.72001461,03/06/2020,1.7
Nagaland,NER,25.6669979,94.11657019,03/06/2020,2.2
Tripura,NER,23.83540428,91.27999914,03/06/2020,3.3
Punjab,NR,31.51997398,75.98000281,04/06/2020,112
Haryana,NR,28.45000633,77.01999101,04/06/2020,119.4
Rajasthan,NR,26.44999921,74.63998124,04/06/2020,222.7
Delhi,NR,28.6699929,77.23000403,04/06/2020,63.5
UP,NR,27.59998069,78.05000565,04/06/2020,250.4
Uttarakhand,NR,30.32040895,78.05000565,04/06/2020,35.3
HP,NR,31.10002545,77.16659704,04/06/2020,29.9
J&K,NR,33.45,76.24,04/06/2020,46.4
Chandigarh,NR,30.71999697,76.78000565,04/06/2020,3.5
Chhattisgarh,WR,22.09042035,82.15998734,04/06/2020,73.1
Gujarat,WR,22.2587,71.1924,04/06/2020,336.3
MP,WR,21.30039105,76.13001949,04/06/2020,253.1
Maharashtra,WR,19.25023195,73.16017493,04/06/2020,449.6
Goa,WR,15.491997,73.81800065,04/06/2020,12.4
DNH,WR,20.26657819,73.0166178,04/06/2020,18.9
Andhra Pradesh,SR,14.7504291,78.57002559,04/06/2020,156.4
Telangana,SR,18.1124,79.0193,04/06/2020,172.5
Karnataka,SR,12.57038129,76.91999711,04/06/2020,174.5
Kerala,SR,8.900372741,76.56999263,04/06/2020,69.8
Tamil Nadu,SR,12.92038576,79.15004187,04/06/2020,254.2
Pondy,SR,11.93499371,79.83000037,04/06/2020,6.7
Bihar,ER,25.78541445,87.4799727,04/06/2020,66.2
Jharkhand,ER,23.80039349,86.41998572,04/06/2020,24.4
Odisha,ER,19.82042971,85.90001746,04/06/2020,75.1
West Bengal,ER,22.58039044,88.32994665,04/06/2020,110.4
Sikkim,ER,27.3333303,88.6166475,04/06/2020,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,04/06/2020,2.1
Assam,NER,26.7499809,94.21666744,04/06/2020,21.5
Manipur,NER,24.79997072,93.95001705,04/06/2020,2.3
Meghalaya,NER,25.57049217,91.8800142,04/06/2020,5.9
Mizoram,NER,23.71039899,92.72001461,04/06/2020,1.8
Nagaland,NER,25.6669979,94.11657019,04/06/2020,2.2
Tripura,NER,23.83540428,91.27999914,04/06/2020,3.4
Punjab,NR,31.51997398,75.98000281,05/06/2020,114
Haryana,NR,28.45000633,77.01999101,05/06/2020,121.6
Rajasthan,NR,26.44999921,74.63998124,05/06/2020,225.4
Delhi,NR,28.6699929,77.23000403,05/06/2020,65
UP,NR,27.59998069,78.05000565,05/06/2020,249.4
Uttarakhand,NR,30.32040895,78.05000565,05/06/2020,36.1
HP,NR,31.10002545,77.16659704,05/06/2020,30.4
J&K,NR,33.45,76.24,05/06/2020,45.9
Chandigarh,NR,30.71999697,76.78000565,05/06/2020,3.6
Chhattisgarh,WR,22.09042035,82.15998734,05/06/2020,72.8
Gujarat,WR,22.2587,71.1924,05/06/2020,331.9
MP,WR,21.30039105,76.13001949,05/06/2020,253.3
Maharashtra,WR,19.25023195,73.16017493,05/06/2020,441.9
Goa,WR,15.491997,73.81800065,05/06/2020,12.5
DNH,WR,20.26657819,73.0166178,05/06/2020,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,05/06/2020,156
Telangana,SR,18.1124,79.0193,05/06/2020,181.5
Karnataka,SR,12.57038129,76.91999711,05/06/2020,179.9
Kerala,SR,8.900372741,76.56999263,05/06/2020,68.7
Tamil Nadu,SR,12.92038576,79.15004187,05/06/2020,257.7
Pondy,SR,11.93499371,79.83000037,05/06/2020,6.6
Bihar,ER,25.78541445,87.4799727,05/06/2020,67.6
Jharkhand,ER,23.80039349,86.41998572,05/06/2020,23.8
Odisha,ER,19.82042971,85.90001746,05/06/2020,75.8
West Bengal,ER,22.58039044,88.32994665,05/06/2020,110.8
Sikkim,ER,27.3333303,88.6166475,05/06/2020,1.7
Arunachal Pradesh,NER,27.10039878,93.61660071,05/06/2020,2.2
